============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(1 MeV) ==> SiO2 - quartz (ICRU-245)(  2 um) ============
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  222  1 .9114248E+06   2000078E-02 -.6321E+02  .2115E+02   .9998960 -.0143943  .0008559
T  223  1 .9154923E+06   2000152E-02  .7090E+02 -.5839E+03   .9988594  .0087076 -.0469474
T  224  1 .9158906E+06   2000000E-02 -.4449E+02  .1117E+03   .9998716  .0143716  .0070859
T  225  1 .9074706E+06   2000105E-02  .3665E+01  .1097E+03   .9999303  .0007872  .0117814
T  226  1 .9162893E+06   2000224E-02 -.6680E+02  .6930E+02   .9998889 -.0144725  .0035674
T  227  1 .9135643E+06   2000043E-02  .1688E+03 -.1921E+02   .9998885  .0149051  .0009250
T  228  1 .9158385E+06   2000155E-02  .7889E+02 -.5357E+02   .9999854  .0004392 -.0053937
T  229  1 .9220681E+06   2000061E-02 -.4580E+01  .2723E+02   .9999579 -.0071541  .0057411
T  230  1 .9216421E+06   2000021E-02 -.7580E+02  .2213E+01   .9999145 -.0077864 -.0105038
T  231  1 .9125630E+06   2000173E-02  .6850E+02 -.2524E+03   .9997776  .0132022 -.0164462
T  232  1 .9046089E+06   2000224E-02  .1473E+01 -.9177E+02   .9999084 -.0066242 -.0117999
T  233  1 .9118797E+06   2000046E-02 -.6080E+02  .7988E+02   .9999318 -.0024110  .0114303
T  234  1 .9161533E+06   2000214E-02  .1719E+03  .2318E+03   .9993488  .0218761  .0286939
T  235  1 .8974417E+06   2000068E-02 -.1657E+02  .1329E+02   .9998966 -.0109799 -.0092835
T  236  1 .9161186E+06   2000042E-02 -.7382E+02 -.4248E+02   .9997204 -.0182549 -.0150312
T  237  1 .9108005E+06   2000024E-02 -.5515E+03  .3937E+03   .9981537 -.0499027  .0346253
T  238  1 .9077355E+06   2000027E-02 -.7092E+02  .6027E+02   .9999176 -.0125897 -.0025075
T  239  1 .9056670E+06   2000152E-02  .5337E+02 -.9331E+02   .9998350  .0107285 -.0146560
T  240  1 .9041808E+06   2000238E-02  .1735E+03 -.8619E+02   .9997046  .0227628 -.0085143
T  241  1 .9059008E+06   2000160E-02  .1030E+03  .2075E+00   .9999589  .0090247 -.0008968
T  242  1 .9099296E+06   2000149E-02  .2474E+02 -.5972E+02   .9998912 -.0058746 -.0135335
T  243  1 .9144296E+06   2000126E-02 -.1791E+03  .7257E+02   .9996075 -.0189865  .0206021
T  244  1 .9176004E+06   2000181E-02 -.2497E+03 -.1467E+03   .9988012 -.0466011 -.0149836
T  245  1 .9042344E+06   2000004E-02 -.6312E+02 -.4572E+02   .9999821 -.0017882 -.0057137
T  246  1 .9101671E+06   2000152E-02 -.6211E+02 -.1403E+03   .9998705 -.0106310 -.0120841
T  247  1 .9152049E+06   2000235E-02 -.5178E+02 -.3560E+02   .9999963 -.0020848  .0017523
T  248  1 .9178784E+06   2000242E-02  .2457E+03  .2420E+02   .9997077  .0207883  .0123456
T  249  1 .9094531E+06   2000228E-02 -.8816E+02  .1105E+03   .9998804 -.0101805  .0116416
T  250  1 .9088699E+06   2000133E-02 -.3128E+02  .4370E+02   .9999877 -.0032384  .0037581
T  251  1 .9103003E+06   2000011E-02 -.1801E+02 -.2195E+03   .9995355  .0090153 -.0291107
T  252  1 .9106946E+06   2000034E-02 -.8266E+02 -.3128E+02   .9997440 -.0225489 -.0018452
T  253  1 .9131613E+06   2000116E-02 -.5017E+02  .5431E+01   .9999652 -.0071764  .0042533
T  254  1 .9028378E+06   2000007E-02 -.3228E+01  .1219E+03   .9998755 -.0019666  .0156531
T  255  1 .9058363E+06   2000012E-02 -.2164E+02  .6468E+02   .9999024  .0063512  .0124440
T  256  1 .9048162E+06   2000001E-02  .3552E+01  .2433E+03   .9997491 -.0039891  .0220425
T  257  1 .9262748E+06   2000187E-02 -.1984E+02  .5166E+02   .9998675 -.0162174 -.0014009
T  258  1 .9121988E+06   2000192E-02 -.4423E+02  .5399E+02   .9999831  .0000363  .0058189
T  259  1 .9156976E+06   2000151E-02  .9442E+01 -.9509E+02   .9999983  .0010596  .0014806
T  260  1 .9089360E+06   2000229E-02 -.3452E+02 -.1600E+03   .9998461  .0013049 -.0174954
T  261  1 .9045890E+06   2000199E-02 -.2510E+02 -.1209E+03   .9999833  .0006832 -.0057354
T  262  1 .9181143E+06   2000165E-02  .7221E+02 -.5189E+02   .9999933  .0012138 -.0034651
T  263  1 .9075539E+06   2000062E-02  .4501E+02 -.2369E+02   .9999788  .0055013  .0034815
T  264  1 .9119773E+06   2000218E-02  .1501E+03 -.2056E+03   .9997158  .0107611 -.0212712
T  265  1 .9121856E+06   2000203E-02  .7222E+02 -.1283E+03   .9997771  .0089693 -.0191109
T  266  1 .9169518E+06   2000002E-02 -.1950E+03 -.2034E+03   .9995248 -.0259194 -.0166816
T  267  1 .9163955E+06   2000096E-02  .3572E+03 -.2468E+03   .9990348  .0331732 -.0287936
T  268  1 .9127709E+06   2000230E-02  .1155E+03  .1390E+03   .9997594  .0135369  .0172598
T  269  1 .9043524E+06   2000087E-02  .8856E+02  .1059E+03   .9998876  .0049951  .0141392
T  270  1 .9078046E+06   2000204E-02 -.2946E+02 -.1817E+02   .9997641  .0192343  .0100885
T  271  1 .9144005E+06   2000110E-02  .4325E+02  .1334E+03   .9980448 -.0601956 -.0168233
T  272  1 .9186808E+06   2000056E-02  .1127E+03  .1609E+01   .9998216  .0183985  .0042650
T  273  1 .9082319E+06   2000151E-02 -.6603E+02 -.3583E+02   .9999564 -.0077639 -.0051826
T  274  1 .9126114E+06   2000150E-02 -.4210E+03  .2132E+02   .9965888 -.0825265 -.0004878
T  275  1 .9004730E+06   2000110E-02  .3633E+03  .1184E+04   .9926636  .0492090  .1104419
T  276  1 .9100042E+06   2000044E-02 -.7776E+02  .6946E+01   .9999848 -.0054963  .0003064
T  277  1 .9127649E+06   2000104E-02  .4715E+02 -.1469E+03   .9998189  .0100246 -.0161781
T  278  1 .9056805E+06   2000139E-02 -.8341E+02  .2919E+02   .9998771 -.0154388  .0027413
T  279  1 .9062136E+06   2000130E-02  .3006E+01  .4945E+02   .9999197  .0065566  .0108486
T  280  1 .9023096E+06   2000194E-02  .1196E+02  .1480E+03   .9998453  .0044949  .0170031
T  281  1 .9136682E+06   2000048E-02 -.6882E+02 -.1515E+02   .9999865 -.0004279 -.0051800
T  282  1 .9173995E+06   2000044E-02 -.8985E+01  .8210E+02   .9999509  .0017250  .0097602
T  283  1 .9144815E+06   2000205E-02  .2616E+03  .3033E+03   .9993886  .0254661  .0239552
T  284  1 .9040460E+06   2000184E-02 -.3708E+02  .3884E+02   .9999794 -.0046174 -.0044499
T  285  1 .9123659E+06   2000147E-02  .8211E+02  .1362E+03   .9988789  .0014072  .0473186
T  286  1 .9031804E+06   2000241E-02 -.1456E+03 -.1609E+03   .9996024 -.0074228 -.0272002
T  287  1 .9109529E+06   2000103E-02  .4022E+01 -.1197E+03   .9998550 -.0015590 -.0169551
T  288  1 .9106638E+06   2000175E-02 -.4725E+02  .3561E+02   .9999703  .0051907  .0056980
T  289  1 .9027603E+06   2000115E-02  .3416E+01 -.7238E+02   .9999922 -.0017543 -.0035284
T  290  1 .9046416E+06   2000098E-02  .6357E+02  .2246E+02   .9999876  .0011209 -.0048464
T  291  1 .9034979E+06   2000053E-02 -.3083E+04  .1218E+01   .9563917 -.2920873 -.0000054
T  292  1 .9149903E+06   2000190E-02 -.7702E+02 -.8837E+02   .9999472 -.0094437  .0040413
T  293  1 .9162190E+06   2000232E-02  .1589E+03  .2356E+02   .9999439  .0105204 -.0012528
T  294  1 .9090778E+06   2000185E-02 -.1801E+02 -.2513E+02   .9997655  .0010300 -.0216322
T  295  1 .9118480E+06   2000198E-02 -.1723E+02 -.1100E+03   .9997918  .0023376 -.0202729
T  296  1 .9154267E+06   2000075E-02  .2934E+03 -.1301E+03   .9994759  .0276826 -.0167830
T  297  1 .9170474E+06   2000203E-02 -.7392E+02 -.1501E+02   .9999793 -.0061057 -.0020474
T  298  1 .9141083E+06   2000206E-02  .2223E+03 -.2410E+03   .9973354  .0649809 -.0331610
T  299  1 .9117287E+06   2000072E-02  .3147E+02 -.1962E+03   .9998230  .0047323 -.0182082
T  300  1 .9070309E+06   2000162E-02 -.1161E+03 -.1336E+02   .9994354 -.0291530  .0167016
T  301  1 .9073036E+06   2000185E-02 -.4370E+03  .3057E+03   .9991653 -.0307092  .0269395
T  302  1 .9074616E+06   2000083E-02 -.8496E+01 -.2709E+01   .9998339  .0010376  .0181939
T  303  1 .9172514E+06   2000166E-02  .3017E+02 -.8392E+02   .9998494 -.0042694 -.0168222
T  304  1 .9046940E+06   2000080E-02 -.1176E+04 -.5770E+03   .9769091 -.1873183 -.1027640
T  305  1 .9127546E+06   2000183E-02  .1121E+03  .9453E+02   .9997948  .0100075  .0176116
T  306  1 .9115950E+06   2000069E-02  .1314E+03  .1583E+03   .9992785  .0150307  .0348779
T  307  1 .9109965E+06   2000182E-02  .1190E+03  .1210E+03   .9996142  .0251924  .0116919
T  308  1 .9178338E+06   2000007E-02 -.1738E+03 -.1642E+03   .9995924 -.0230026 -.0169119
T  309  1 .9089277E+06   2000128E-02 -.1081E+03  .4351E+01   .9998930 -.0146266  .0003632
T  310  1 .9094004E+06   2000210E-02 -.3123E+03 -.4209E+02   .9987119 -.0382351 -.0333562
T  311  1 .9127507E+06   2000111E-02 -.3891E+02  .3657E+02   .9999728 -.0073778 -.0001442
T  312  1 .9134815E+06   2000032E-02  .1457E+03  .1006E+03   .9999832  .0043668  .0038183
T  313  1 .9156727E+06   2000113E-02  .8439E+02 -.1036E+02   .9999623  .0048993 -.0071693
T  314  1 .9061855E+06   2000149E-02  .1412E+02  .1026E+03   .9995594  .0109801  .0275760
T  315  1 .8979198E+06   2000193E-02 -.3610E+02  .7919E+02   .9999762 -.0049901  .0047584
T  316  1 .9047006E+06   2000067E-02 -.4164E+02  .7455E+02   .9999397 -.0109108  .0012290
T  317  1 .9070113E+06   2000242E-02 -.9568E+02 -.7328E+02   .9999331 -.0114975 -.0012673
T  318  1 .9109707E+06   2000030E-02 -.5188E+02  .3476E+02   .9999286 -.0062036  .0102105
T  319  1 .9149270E+06   2000105E-02  .9381E+02 -.1040E+03   .9998817  .0098779  .0117877
T  320  1 .9054697E+06   2000196E-02  .1622E+03 -.1528E+03   .9998248  .0177553 -.0059264
T  321  1 .9091187E+06   2000101E-02  .9279E+02 -.3726E+02   .9999069  .0083233  .0108104
T  322  1 .9114304E+06   2000232E-02  .2069E+03 -.5548E+02   .9995694  .0292935  .0016953
T  323  1 .9039613E+06   2000001E-02 -.5121E+02  .2063E+03   .9992754 -.0055123  .0376614
T  324  1 .9102954E+06   2000236E-02 -.2524E+02  .5502E+02   .9999474 -.0010045 -.0102068
T  325  1 .9074705E+06   2000197E-02 -.1979E+03  .5237E+03   .9993447 -.0002140  .0361965
T  326  1 .8994168E+06   2000172E-02 -.1494E+03 -.9345E+01   .9999342 -.0114427 -.0007561
T  327  1 .8985485E+06   2000006E-02  .3986E+03 -.2771E+03   .9987812  .0372827 -.0323437
T  328  1 .9056082E+06   2000143E-02  .1436E+03  .9986E+02   .9994303  .0090390  .0325185
T  329  1 .9026002E+06   2000138E-02 -.2098E+03 -.6949E+02   .9996237 -.0269206 -.0052714
T  330  1 .9119576E+06   2000193E-02  .1390E+03  .2879E+02   .9998622  .0145046  .0080726
T  331  1 .9172318E+06   2000217E-02  .1230E+02 -.1086E+03   .9998725  .0011189 -.0159316
T  332  1 .8994562E+06   2000205E-02  .1354E+03  .7960E+02   .9998449  .0143189  .0102551
T  333  1 .9058765E+06   2000001E-02 -.4697E+02  .2236E+02   .9999590  .0084933  .0031546
T  334  1 .9053778E+06   2000170E-02  .1550E+02  .6829E+02   .9991333 -.0235165 -.0343468
T  335  1 .9060627E+06   2000029E-02 -.4110E+03 -.1198E+03   .9998906 -.0147183 -.0014910
T  336  1 .9113222E+06   2000074E-02 -.7648E+01 -.1102E+03   .9998563  .0050567 -.0161815
T  337  1 .9144069E+06   2000148E-02 -.9203E+02 -.4088E+02   .9997927 -.0173503  .0106550
T  338  1 .9056314E+06   2000002E-02 -.7522E+02  .1051E+03   .9999305  .0014166  .0117027
T  339  1 .9153790E+06   2000111E-02  .7811E+02  .1531E+02   .9998825  .0117758  .0098092
T  340  1 .9167523E+06   2000242E-02 -.1440E+03  .1998E+03   .9998040 -.0120616  .0156980
T  341  1 .9018489E+06   2000217E-02  .4413E+02  .2128E+03   .9995210  .0186521  .0246966
T  342  1 .9039574E+06   2000219E-02 -.1403E+03  .1494E+03   .9998872 -.0079737  .0127278
T  343  1 .9113648E+06   2000025E-02  .2994E+02 -.2153E+03   .9993965  .0077679 -.0338583
T  344  1 .9076239E+06   2000136E-02  .4242E+02  .1344E+03   .9999574 -.0016445  .0090826
T  345  1 .8993536E+06   2000006E-02  .1108E+02 -.6364E+02   .9999649  .0076561  .0034051
T  346  1 .9142022E+06   2000230E-02  .8351E+02  .8382E+02   .9999842 -.0023165  .0051177
T  347  1 .9221119E+06   2000220E-02 -.1957E+03  .4163E+01   .9997113 -.0239957 -.0012264
T  348  1 .9122941E+06   2000157E-02 -.8366E+01  .3086E+02   .9999743  .0035949  .0062020
T  349  1 .8967338E+06   2000150E-02 -.3500E+02 -.3795E+01   .9998065 -.0194384  .0030314
T  350  1 .9171010E+06   2000197E-02 -.6062E+03 -.3298E+02   .9984797 -.0547381  .0064879
T  351  1 .9068140E+06   2000223E-02  .4556E+03  .6749E+02   .9989838  .0437856  .0106816
T  352  1 .9230667E+06   2000238E-02  .2695E+03  .3176E+03   .9985748  .0317744  .0428797
T  353  1 .9198221E+06   2000228E-02 -.2250E+02  .5562E+02   .9999755  .0069678 -.0007035
T  354  1 .9110412E+06   2000052E-02  .1088E+03 -.4864E+02   .9999637  .0021185  .0082503
T  355  1 .9070801E+06   2000080E-02 -.4854E+02 -.1193E+03   .9998300 -.0002488 -.0184385
T  356  1 .9111817E+06   2000076E-02  .8660E+02  .2807E+02   .9999961  .0024912  .0012420
T  357  1 .9183307E+06   2000067E-02  .4038E+03  .1446E+02   .9996311  .0268387  .0041551
T  358  1 .9158986E+06   2000071E-02  .1654E+03 -.9381E+02   .9998473  .0156669 -.0077474
T  359  1 .9159958E+06   2000127E-02 -.7265E+02 -.1650E+02   .9998942 -.0130459  .0064404
T  360  1 .9204353E+06   2000039E-02  .1328E+03  .1833E+02   .9998211  .0181621 -.0052793
T  361  1 .9171178E+06   2000223E-02  .1127E+03  .8302E+01   .9999106  .0123651  .0050935
T  362  1 .9076758E+06   2000007E-02  .5244E+02 -.3393E+02   .9999244 -.0068983 -.0101831
T  363  1 .9061453E+06   2000188E-02  .4485E+02 -.1664E+02   .9999819 -.0050545  .0032582
T  364  1 .9092835E+06   2000097E-02  .1357E+02  .9601E+02   .9994992 -.0225669  .0221817
T  365  1 .9092404E+06   2000075E-02 -.2688E+02  .7651E+02   .9999291 -.0067083  .0098409
T  366  1 .9088851E+06   2000083E-02  .1089E+03 -.6009E+02   .9999984  .0017117 -.0004850
T  367  1 .9079902E+06   2000211E-02 -.9297E+02 -.3711E+02   .9997754 -.0211721  .0009956
T  368  1 .9006579E+06   2000216E-02 -.3148E+02  .1760E+02   .9999351  .0105530 -.0042876
T  369  1 .8983237E+06   2000212E-02  .7928E+02  .4027E+02   .9999188  .0013359  .0126714
T  370  1 .9089797E+06   2000194E-02  .2208E+02 -.1858E+02   .9998252  .0186171 -.0017179
T  371  1 .9078315E+06   2000236E-02  .8641E+00  .1661E+03   .9996735  .0219074  .0131494
T  372  1 .9160867E+06   2000163E-02 -.2812E+02 -.4932E+02   .9999906 -.0042014 -.0010755
T  373  1 .9094002E+06   2000237E-02  .2993E+02  .3246E+02   .9999554  .0087183  .0036256
T  374  1 .9175661E+06   2000176E-02  .6409E+02 -.4574E+03   .9992673  .0087146 -.0372693
T  375  1 .9110238E+06   2000186E-02  .5188E+02 -.1157E+03   .9995272  .0243933 -.0187192
T  376  1 .8983793E+06   2000127E-02 -.5539E+02  .3602E+02   .9999155  .0016346  .0129001
T  377  1 .9123053E+06   2000030E-02  .4204E+02 -.3037E+03   .9996350 -.0067342 -.0261619
T  378  1 .9148912E+06   2000172E-02  .8125E+02 -.2827E+03   .9992409 -.0106553 -.0374717
T  379  1 .9171712E+06   2000209E-02 -.3540E+02  .1271E+03   .9999545  .0047991  .0082396
T  380  1 .9080057E+06   2000025E-02  .6445E+02  .1612E+03   .9998701  .0099300  .0126927
T  381  1 .9106636E+06   2000209E-02  .1147E+03  .1920E+01   .9999996 -.0009091 -.0002570
T  382  1 .9185723E+06   2000191E-02  .2960E+03 -.3082E+03   .9994009  .0165392 -.0304034
T  383  1 .9118180E+06   2000046E-02 -.9500E+02  .4892E+02   .9999835 -.0031753 -.0047971
T  384  1 .9159218E+06   2000236E-02 -.3919E+02 -.1258E+03   .9999219 -.0019556 -.0123467
T  385  1 .9068698E+06   2000229E-02  .1388E+03  .6143E+02   .9994988  .0291813  .0122748
T  386  1 .9154653E+06   2000195E-02  .1425E+03 -.4373E+02   .9998145  .0171879 -.0086880
T  387  1 .8951389E+06   2000230E-02  .4937E+02 -.7740E+02   .9999418 -.0030789 -.0103373
T  388  1 .9189527E+06   2000147E-02 -.6134E+01 -.7706E+02   .9999869 -.0043000 -.0027743
T  389  1 .9178313E+06   2000068E-02  .3604E+02 -.1380E+03   .9999900 -.0001354 -.0044646
T  390  1 .9071941E+06   2000233E-02 -.1094E+03 -.8540E+02   .9999837 -.0011984 -.0055761
T  391  1 .9057357E+06   2000145E-02 -.1202E+03  .1256E+03   .9997280 -.0223170 -.0067782
T  392  1 .9085701E+06   2000126E-02  .7387E+00 -.1436E+01   .9998797 -.0037928  .0150399
T  393  1 .9130492E+06   2000001E-02  .1008E+03 -.1082E+03   .9997566  .0092566 -.0200262
T  394  1 .9082712E+06   2000054E-02 -.1287E+04 -.6601E+03   .9937323 -.0929127 -.0621558
T  395  1 .9160641E+06   2000228E-02  .5566E+02 -.6901E+02   .9999751  .0051582 -.0048100
T  396  1 .9026457E+06   2000204E-02 -.4384E+02 -.4625E+02   .9995056 -.0289716  .0122121
T  397  1 .9248857E+06   2000170E-02  .1413E+03  .2612E+03   .9995222  .0167779  .0259598
T  398  1 .9010716E+06   2000130E-02 -.7401E+02 -.2314E+03   .9996150 -.0108147 -.0255537
T  399  1 .9209572E+06   2000132E-02  .4224E+02  .5713E+02   .9999795  .0059383  .0023850
T  400  1 .9144456E+06   2000073E-02 -.2364E+02  .8686E+02   .9999593  .0027016  .0086134
T  401  1 .9216837E+06   2000117E-02 -.6066E+02 -.8322E+02   .9999481 -.0025337 -.0098694
T  402  1 .9097948E+06   2000226E-02  .2090E+03 -.9500E+02   .9998866  .0099730 -.0112859
T  403  1 .9104692E+06   2000114E-02  .2695E+02 -.1809E+03   .9998317  .0081251 -.0164505
T  404  1 .9152802E+06   2000149E-02  .9701E+02  .5411E+02   .9998182  .0187139  .0036653
T  405  1 .9110848E+06   2000212E-02  .1925E+02 -.3328E+02   .9999474 -.0102494 -.0003801
T  406  1 .9115855E+06   2000016E-02 -.2330E+03  .4132E+02   .9997326 -.0231098 -.0008252
T  407  1 .9113904E+06   2000242E-02  .1080E+03  .1348E+03   .9999453  .0095201 -.0043287
T  408  1 .9076124E+06   2000030E-02  .3032E+02 -.8800E+02   .9999480 -.0010052 -.0101461
T  409  1 .9084916E+06   2000196E-02  .7345E+02  .1880E+03   .9999295  .0051862  .0106857
T  410  1 .9226191E+06   2000181E-02  .1056E+03 -.3476E+02   .9998403  .0162578 -.0074246
T  411  1 .9185026E+06   2000114E-02  .3235E+02  .3446E+02   .9999983 -.0017783 -.0005357
T  412  1 .9114354E+06   2000009E-02 -.1211E+03 -.2333E+03   .9988928 -.0243196 -.0402698
T  413  1 .9161702E+06   2000150E-02 -.1577E+03 -.1564E+03   .9998334 -.0137609 -.0119940
T  414  1 .9070996E+06   2000195E-02  .1367E+03 -.1447E+03   .9991074  .0231509 -.0353322
T  415  1 .9161302E+06   2000052E-02  .1420E+03 -.3699E+02   .9996847  .0174525 -.0180540
T  416  1 .9051462E+06   2000239E-02 -.1124E+03  .7937E+02   .9990641 -.0201517  .0382726
T  417  1 .9191168E+06   2000237E-02 -.2533E+02  .3953E+02   .9999729 -.0070574  .0020999
T  418  1 .9066684E+06   2000022E-02 -.5007E+02  .1040E+03   .9997666  .0129100  .0173228
T  419  1 .8994839E+06   2000202E-02  .3559E+02  .1203E+03   .9998057 -.0182332  .0074957
T  420  1 .9083291E+06   2000228E-02  .7746E+02  .1226E+03   .9998683  .0121273  .0107868
T  421  1 .8976098E+06   2000115E-02  .8908E+02 -.1631E+03   .9998036  .0089950 -.0176597
T  422  1 .9214548E+06   2000058E-02 -.3494E+02 -.1049E+02   .9999712 -.0053586 -.0053782
T  423  1 .9149117E+06   2000229E-02 -.8017E+01 -.7455E+02   .9999543 -.0088169 -.0036915
T  424  1 .9165834E+06   2000086E-02 -.3138E+02 -.2042E+03   .9997572 -.0142620 -.0167965
T  425  1 .9076711E+06   2000096E-02  .4431E+02  .5298E+02   .9999684  .0055923 -.0056549
T  426  1 .9154992E+06   2000229E-02 -.4698E+01 -.4065E+02   .9998830 -.0086816  .0125944
T  427  1 .9046349E+06   2000210E-02  .6178E+02  .5396E+02   .9999898  .0012131  .0043523
T  428  1 .9098021E+06   2000002E-02 -.3113E+02  .9295E+01   .9999774 -.0058184  .0033540
T  429  1 .9106007E+06   2000195E-02  .8785E+02 -.2733E+01   .9992792 -.0145547 -.0350612
T  430  1 .9086823E+06   2000027E-02 -.1769E+03  .3906E+02   .9999341 -.0071190  .0090069
T  431  1 .9026996E+06   2000197E-02  .1624E+03 -.4115E+03   .9982338  .0374642 -.0461060
T  432  1 .9062407E+06   2000242E-02 -.1442E+03 -.2637E+03   .9998156 -.0052525 -.0184684
T  433  1 .9125692E+06   2000183E-02 -.1294E+03 -.1398E+02   .9998120 -.0191169  .0032459
T  434  1 .9121007E+06   2000176E-02 -.7999E+02 -.8823E+02   .9999740 -.0058222  .0042466
T  435  1 .9091734E+06   2000221E-02  .2095E+03 -.1389E+03   .9997442  .0225745  .0013720
T  436  1 .9031527E+06   2000194E-02 -.3038E+02  .6189E+01   .9999595  .0088916 -.0013988
T  437  1 .9112149E+06   2000057E-02  .6016E+01  .1368E+03   .9998577  .0084958  .0145733
T  438  1 .9097473E+06   2000157E-02  .1600E+03 -.6982E+02   .9999306  .0106552 -.0050260
T  439  1 .9085079E+06   2000182E-02  .3002E+02 -.1223E+02   .9999741  .0015611  .0070326
T  440  1 .9098545E+06   2000144E-02  .6051E+02  .6421E+02   .9995271  .0264325  .0157110
T  441  1 .9132695E+06   2000133E-02 -.7200E+02 -.6221E+02   .9998422 -.0147158 -.0099472
T  442  1 .9107744E+06   2000023E-02  .1800E+03  .2269E+02   .9996540  .0248949 -.0084982
T  443  1 .9155360E+06   2000096E-02  .3959E+02 -.6767E+02   .9999026  .0065948 -.0122988
T  444  1 .9141052E+06   2000128E-02 -.1278E+03  .1081E+03   .9997130 -.0103531  .0216048
T  445  1 .9150678E+06   2000072E-02 -.2287E+03  .6295E+01   .9994834 -.0315781  .0059729
T  446  1 .9107103E+06   2000158E-02  .3608E+01 -.1388E+03   .9997592 -.0057465 -.0211787
T  447  1 .9190378E+06   2000047E-02  .1985E+02 -.9733E+02   .9998422  .0068660 -.0163831
T  448  1 .9222146E+06   2000035E-02 -.1849E+03 -.4072E+02   .9999708 -.0074652 -.0016602
T  449  1 .9139276E+06   2000137E-02  .1161E+03  .1831E+03   .9998751  .0102562  .0120226
T  450  1 .9051314E+06   2000009E-02 -.4821E+02  .1098E+03   .9999719  .0023214  .0071265
T  451  1 .9078613E+06   2000000E-02  .4296E+02  .2184E+02   .9999906 -.0020126  .0038515
T  452  1 .9165644E+06   2000116E-02 -.1667E+02  .1114E+03   .9997829 -.0064894  .0197979
T  453  1 .9162162E+06   2000138E-02 -.3940E+02 -.9866E+02   .9998482  .0008668 -.0174022
T  454  1 .9056157E+06   2000223E-02 -.7982E+02  .3590E+03   .9992790 -.0070632  .0373043
T  455  1 .9195682E+06   2000175E-02  .8926E+02  .1343E+01   .9992379  .0366374 -.0134639
T  456  1 .9050427E+06   2000002E-02  .2588E+02 -.7400E+01   .9962135 -.0106046  .0862912
T  457  1 .9106659E+06   2000078E-02  .1717E+02 -.8060E+01   .9999531  .0071419  .0065448
T  458  1 .9115042E+06   2000148E-02 -.5945E+02  .9208E+02   .9997989 -.0031353  .0198093
T  459  1 .9123525E+06   2000076E-02  .4085E+03  .1799E+03   .9988171  .0424193  .0237684
T  460  1 .9159477E+06   2000222E-02 -.1167E+03 -.7133E+02   .9999299 -.0110942 -.0041449
T  461  1 .9057310E+06   2000021E-02  .9518E+02 -.3602E+02   .9999553  .0091229  .0024723
T  462  1 .9090184E+06   2000059E-02 -.1332E+03  .5677E+01   .9998549 -.0169984  .0010740
T  463  1 .9277747E+06   2000037E-02  .1455E+03  .4259E+02   .9998857  .0132585  .0072669
T  464  1 .9144773E+06   2000136E-02 -.9354E+02  .4786E+02   .9998775 -.0083893  .0132152
T  465  1 .9204892E+06   2000169E-02 -.4585E+02 -.4736E+02   .9999697 -.0004211 -.0077684
T  466  1 .8948245E+06   2000107E-02  .4261E+02 -.6048E+02   .9999440  .0105032  .0012917
T  467  1 .9024703E+06   2000195E-02  .1722E+03 -.5866E+02   .9986151  .0370083 -.0373940
T  468  1 .9110537E+06   2000148E-02 -.7613E+02 -.6296E+02   .9999975 -.0021107  .0007762
T  469  1 .9054530E+06   2000230E-02 -.1524E+02  .1085E+03   .9998500 -.0029956  .0170592
T  470  1 .9123072E+06   2000222E-02 -.2753E+02 -.1939E+03   .9995895 -.0002101 -.0286499
T  471  1 .9090151E+06   2000112E-02 -.4388E+03  .3657E+03   .9989807 -.0397532  .0213816
T  472  1 .9186272E+06   2000184E-02  .5767E+02  .3113E+02   .9995184 -.0213419  .0225292
T  473  1 .9155142E+06   2000225E-02  .7359E+02  .5538E+02   .9988617  .0402101 -.0256606
T  474  1 .9037693E+06   2000083E-02  .5054E+02  .5416E+02   .9988357  .0468682 -.0114249
T  475  1 .8992936E+06   2000020E-02  .3013E+03 -.5681E+03   .9760542  .0495373 -.2118120
T  476  1 .9009642E+06   2000231E-02 -.1245E+03 -.3300E+02   .9999204  .0050223 -.0115715
T  477  1 .9211222E+06   2000093E-02 -.7284E+02  .1819E+02   .9999856 -.0051403  .0015684
T  478  1 .9030806E+06   2000215E-02 -.1429E+03  .4824E+02   .9998383 -.0175745  .0038105
T  479  1 .9130083E+06   2000224E-02  .1305E+03  .1270E+03   .9997796  .0016859  .0209260
T  480  1 .9166117E+06   2000027E-02  .2563E+03  .9651E+02   .9995141  .0267932  .0159279
T  481  1 .9076508E+06   2000169E-02  .1703E+03  .1273E+03   .9995960  .0171594  .0226570
T  482  1 .9084109E+06   2000055E-02 -.3610E+02  .7048E+02   .9998824  .0122455  .0092322
