,"Energy, MeV","IFlux, cm-2"
615,119.75781404441064,15474845443.061314
616,121.14604271591374,15084418676.69118
617,122.55036368886508,14704179976.257011
618,123.97096350469778,14329284731.853724
619,125.40803086722717,13959767855.36116
620,126.86175666771707,13595661835.73374
621,128.3323340102366,13236996703.917595
622,129.81995823731089,12883799999.891876
623,131.32482695586933,12536096741.916595
624,132.84714006349432,12193909398.066645
625,134.38709977497453,11857257860.129992
626,135.94491064916576,11526159419.945784
627,137.52077961616374,11200628748.254244
628,139.11491600479073,10880677876.130138
629,140.727531570402,10580201566.577875
630,142.358840523014,10301319151.284655
631,144.0090595557587,10026682518.747564
632,145.67840787366777,9756311244.622074
633,147.36710722279045,9490222925.413141
634,149.07538191964892,9228433158.06585
635,150.80345888103525,8970955521.44634
636,152.55156765415347,8717801559.770517
637,154.31994044711132,8468980768.034347
638,156.10881215976522,8224500579.498356
639,157.91842041492353,7984366355.27592
640,159.74900558990996,7748581376.072001
641,161.60081084849446,7538455555.822314
642,163.47408217319347,7334983461.632992
643,165.36906839794474,7134739961.344719
644,167.2860212411609,6937736679.86117
645,169.22519533916622,6743983720.189915
646,171.1868482800209,6553489651.081082
647,173.17124063773753,6366261496.177929
648,175.17863600689418,6182304724.71858
649,177.20930103764843,6001623243.82632
650,179.2635054711584,5824219392.42313
651,181.34152217541228,5660852768.321513
652,183.44362718147534,5506068378.178829
653,185.5700997201559,5353795410.260405
654,187.7212222590967,5204041526.935541
655,189.89728054029615,5056813200.714012
656,192.09856361806467,4912115706.006117
657,194.32536389742071,4769953112.088442
658,196.57797717293218,4630328277.304095
659,198.856702668008,4493242844.5243435
660,201.16184307464508,4364143329.741814
661,203.49370459363578,4242591200.641454
662,205.85259697524282,4123074290.6113687
663,208.23883356034307,4005597217.4227147
664,210.65273132205095,3890163628.8234262
665,213.09461090782284,3776776197.4837613
666,215.56479668204997,3665436616.951339
667,218.06361676914497,3556145598.636415
668,220.59140309712797,3450624968.287128
669,223.14849144171794,3352605184.781073
670,225.7352214709349,3256281835.6245036
671,228.35193679021958,3161657356.9146094
672,230.99898498807573,3068733372.376632
673,233.67671768224145,2977510690.6302366
674,236.38549056639687,2887989303.3234468
675,239.12566345741095,2800168384.1496305
676,241.89760034313832,2714046288.7611623
677,244.70166943076893,2629620555.592364
678,247.5382431957384,2546887907.6029277
679,250.40769843120555,2466760052.419411
680,253.3104162981031,2393690964.1974235
681,256.2467823757689,2321976802.3969774
682,259.21718671316387,2251617112.0685515
683,262.2220238806838,2182610786.7460732
684,265.2616930225717,2114956068.875578
685,268.3365979099371,2048650550.9742565
686,271.44714699439214,1983691177.5276906
687,274.5937534623057,1920074247.6322186
688,277.77683528969,1857795418.3876603
689,280.9968152977214,1798455542.8851087
690,284.25412120890564,1743867039.050416
691,287.5491857038937,1690331394.014434
692,290.8824464789567,1637847164.724078
693,294.25434630412644,1586412402.6111407
694,297.6653330820106,1536024655.1547122
695,301.11585990728923,1486680968.0240366
696,304.60638512690116,1438377887.8057883
697,308.13737240092763,1391111465.3188343
698,311.70929076418344,1344877259.5184324
699,315.3226146885185,1299670341.9907255
700,318.97782414584543,1255485302.037144
701,322.6754046718955,1215875197.463682
702,326.4158474307144,1178411599.1140451
703,330.1996492799053,1141688062.0242853
704,334.0273128366286,1105703099.1853123
705,337.8993465443663,1070454869.1189235
706,341.81626474046084,1035941177.5194707
707,345.77858772443614,1002159479.3079671
708,349.7868418271113,969106881.1004131
709,353.8415594805147,939252524.0837896
710,357.9432792886106,910122371.882051
711,362.09254609884164,881573650.6537546
712,366.2899110745047,853605030.0116247
713,370.5359317679634,826214901.4770372
714,374.83117219471046,799401379.9579479
715,379.17620290828756,773162305.5521255
716,383.57160107607444,747495245.676789
717,388.01795055595636,722397497.5251763
718,392.51584197388,697866090.8499509
719,397.06587280230895,673897791.0726768
720,401.6686474395878,651362883.1743071
721,406.32477729022685,630837856.3413411
722,411.03488084611865,610732874.5795398
723,415.7995837686924,591046691.4903873
724,420.61951897202454,571777860.6664764
725,425.4953267069109,552924737.0933249
726,430.4276546459134,534485478.78798103
727,435.4171579693935,516458048.6746539
728,440.46449945254176,498840216.6970736
729,445.57034955341726,481629562.16686994
730,450.735386502007,465182329.9122431
731,455.96029639031775,451232730.00877273
732,461.24577326351255,437546990.7778552
733,466.5925192121028,424124886.32054025
734,472.0012444652115,410966063.908219
735,477.4726674849133,398070044.2200927
736,483.00751506167205,385436221.72456664
737,488.6065224108829,373063865.20589834
738,494.270433270534,360952118.4371189
739,499.99999999999994,349100001.00000024
